sale_id,customer_id,product_id,employee_id,quantity,unit_price,sale_date,store_location
10042,49,117,504,1,89.50,2024-08-25,Bilbao
10043,24,119,503,1,95.75,2024-09-01,Valencia
10044,38,121,502,3,180.00,2024-09-05,Barcelona
10045,10,123,501,2,75.25,2024-09-10,Madrid-Centro
10046,47,125,505,5,15.50,2024-09-15,Sevilla
10047,32,127,503,1,480.00,2024-09-20,Madrid-Norte
10048,43,129,502,1,199.99,2024-09-25,Barcelona
10049,20,102,501,1,250.00,2024-10-01,Valencia
10050,36,104,504,1,350.00,2024-10-05,Bilbao
10051,41,106,503,1,89.99,2024-10-10,Madrid-Centro
10052,46,108,502,1,189.50,2024-10-15,Barcelona
10053,34,110,501,2,79.99,2024-10-20,Madrid-Norte
10054,25,112,505,1,425.00,2024-10-25,Sevilla
10055,18,114,503,2,180.25,2024-11-01,Valencia
10056,30,116,502,4,25.99,2024-11-05,Barcelona
10057,12,118,501,1,120.00,2024-11-10,Madrid-Centro
10058,9,120,504,1,450.00,2024-11-15,Bilbao
10059,28,122,503,1,550.00,2024-11-20,Madrid-Norte
10060,15,124,502,1,45.99,2024-11-25,Barcelona
10061,5,101,501,1,1200.50,2024-12-01,Sevilla
10062,22,103,502,2,45.00,2024-12-05,Barcelona
10063,33,105,503,1,450.75,2024-12-10,Madrid-Centro
10064,47,107,504,1,299.99,2024-12-15,Bilbao
10065,19,109,505,1,899.00,2024-12-20,Sevilla
10066,41,111,501,1,320.00,2024-12-25,Madrid-Centro
10067,28,113,502,1,1450.00,2024-12-30,Barcelona
10068,14,115,503,3,65.75,2025-01-05,Madrid-Norte
10069,36,117,504,1,89.50,2025-01-10,Bilbao
10070,23,119,505,2,95.75,2025-01-15,Sevilla
10071,49,121,501,1,180.00,2025-01-20,Madrid-Centro
10072,31,123,502,2,75.25,2025-01-25,Barcelona
10073,42,125,503,8,15.50,2025-02-01,Madrid-Norte
10074,17,127,504,1,480.00,2025-02-05,Bilbao
10075,39,129,505,1,199.99,2025-02-10,Sevilla
10076,26,102,501,1,250.00,2025-02-15,Madrid-Centro
10077,44,104,502,1,350.00,2025-02-20,Barcelona
10078,35,106,503,1,89.99,2025-02-25,Madrid-Norte
10079,48,108,504,1,189.50,2025-03-01,Bilbao
10080,29,110,505,3,79.99,2025-03-05,Sevilla
10081,13,112,501,1,425.00,2025-03-10,Madrid-Centro
10082,37,114,502,2,180.25,2025-03-15,Barcelona
10083,45,116,503,6,25.99,2025-03-20,Madrid-Norte
10084,20,118,504,1,120.00,2025-03-25,Bilbao
10085,32,120,505,1,450.00,2025-04-01,Sevilla
10086,11,122,501,1,550.00,2025-04-05,Madrid-Centro
10087,38,124,502,1,45.99,2025-04-10,Barcelona
10088,27,101,503,1,1200.50,2025-04-15,Madrid-Norte
10089,43,103,504,4,45.00,2025-04-20,Bilbao
10090,16,105,505,1,450.75,2025-04-25,Sevilla
10091,34,107,501,1,299.99,2025-05-01,Madrid-Centro
10092,46,109,502,1,899.00,2025-05-05,Barcelona
10093,21,111,503,1,320.00,2025-05-10,Madrid-Norte
10094,40,113,504,1,1450.00,2025-05-15,Bilbao
10095,24,115,505,2,65.75,2025-05-20,Sevilla
10096,49,117,501,1,89.50,2025-05-25,Madrid-Centro
10097,30,119,502,1,95.75,2025-06-01,Barcelona
10098,18,121,503,3,180.00,2025-06-05,Madrid-Norte
10099,42,123,504,2,75.25,2025-06-10,Bilbao
10100,25,125,505,12,15.50,2025-06-15,Sevilla
10101,8,127,501,1,480.00,2025-06-20,Madrid-Centro
10102,33,129,502,1,199.99,2025-06-25,Barcelona
10103,19,102,503,1,250.00,2025-07-01,Madrid-Norte
10104,47,104,504,1,350.00,2025-07-05,Bilbao
10105,28,106,505,1,89.99,2025-07-10,Sevilla
10106,14,108,501,1,189.50,2025-07-15,Madrid-Centro
10107,36,110,502,2,79.99,2025-07-20,Barcelona
10108,23,112,503,1,425.00,2025-07-25,Madrid-Norte
10109,41,114,504,2,180.25,2025-08-01,Bilbao
10110,29,116,505,4,25.99,2025-08-05,Sevilla
10111,13,118,501,1,120.00,2025-08-10,Madrid-Centro
10112,37,120,502,1,450.00,2025-08-15,Barcelona
10113,45,122,503,1,550.00,2025-08-20,Madrid-Norte
10114,20,124,504,1,45.99,2025-08-25,Bilbao
10115,32,101,505,1,1200.50,2025-09-01,Sevilla
10116,11,103,501,3,45.00,2025-09-05,Madrid-Centro
10117,38,105,502,1,450.75,2025-09-10,Barcelona
10118,27,107,503,1,299.99,2025-09-15,Madrid-Norte
10119,43,109,504,1,899.00,2025-09-20,Bilbao
10120,16,111,505,1,320.00,2025-09-25,Sevilla
10121,34,113,501,1,1450.00,2025-10-01,Madrid-Centro
10122,46,115,502,2,65.75,2025-10-05,Barcelona
10123,21,117,503,1,89.50,2025-10-10,Madrid-Norte
10124,40,119,504,1,95.75,2025-10-15,Bilbao
10125,24,121,505,4,180.00,2025-10-20,Sevilla
10126,49,123,501,2,75.25,2025-10-25,Madrid-Centro
10127,30,125,502,15,15.50,2025-11-01,Barcelona
10128,18,127,503,1,480.00,2025-11-05,Madrid-Norte
10129,42,129,504,1,199.99,2025-11-10,Bilbao
10130,25,102,505,1,250.00,2025-11-15,Sevilla
10131,8,104,501,1,350.00,2025-11-20,Madrid-Centro
10132,33,106,502,1,89.99,2025-11-25,Barcelona
10133,19,108,503,1,189.50,2025-12-01,Madrid-Norte
10134,47,110,504,2,79.99,2025-12-05,Bilbao
10135,28,112,505,1,425.00,2025-12-10,Sevilla
10136,14,114,501,3,180.25,2025-12-15,Madrid-Centro
10137,36,116,502,5,25.99,2025-12-20,Barcelona
10138,23,118,503,1,120.00,2025-12-25,Madrid-Norte
10139,41,120,504,1,450.00,2025-12-30,Bilbao
10140,29,122,505,1,550.00,2026-01-05,Sevilla
10141,13,124,501,1,45.99,2026-01-10,Madrid-Centro
10142,37,101,502,1,1200.50,2026-01-15,Barcelona
10143,45,103,503,2,45.00,2026-01-20,Madrid-Norte
10144,20,105,504,1,450.75,2026-01-25,Bilbao
10145,32,107,505,1,299.99,2026-02-01,Sevilla
10146,11,109,501,1,899.00,2026-02-05,Madrid-Centro
10147,38,111,502,1,320.00,2026-02-10,Barcelona
10148,27,113,503,1,1450.00,2026-02-15,Madrid-Norte
10149,43,115,504,3,65.75,2026-02-20,Bilbao
10150,16,117,505,1,89.50,2026-02-25,Sevilla
10151,34,119,501,1,95.75,2026-03-01,Madrid-Centro
10152,46,121,502,3,180.00,2026-03-05,Barcelona
10153,21,123,503,2,75.25,2026-03-10,Madrid-Norte
10154,40,125,504,10,15.50,2026-03-15,Bilbao
10155,24,127,505,1,480.00,2026-03-20,Sevilla
10156,49,129,501,1,199.99,2026-03-25,Madrid-Centro
10157,30,102,502,1,250.00,2026-04-01,Barcelona
10158,18,104,503,1,350.00,2026-04-05,Madrid-Norte
10159,42,106,504,1,89.99,2026-04-10,Bilbao
10160,25,108,505,1,189.50,2026-04-15,Sevilla
10161,8,110,501,2,79.99,2026-04-20,Madrid-Centro
10162,33,112,502,1,425.00,2026-04-25,Barcelona
10163,19,114,503,2,180.25,2026-05-01,Madrid-Norte
10164,47,116,504,4,25.99,2026-05-05,Bilbao
10165,28,118,505,1,120.00,2026-05-10,Sevilla
10166,14,120,501,1,450.00,2026-05-15,Madrid-Centro
10167,36,122,502,1,550.00,2026-05-20,Barcelona
10168,23,124,503,1,45.99,2026-05-25,Madrid-Norte
10169,41,101,504,1,1200.50,2026-06-01,Bilbao
10170,29,103,505,2,45.00,2026-06-05,Sevilla
10171,13,105,501,1,450.75,2026-06-10,Madrid-Centro
10172,37,107,502,1,299.99,2026-06-15,Barcelona
10173,45,109,503,1,899.00,2026-06-20,Madrid-Norte
10174,20,111,504,1,320.00,2026-06-25,Bilbao
10175,32,113,505,1,1450.00,2026-07-01,Sevilla
10176,11,115,501,2,65.75,2026-07-05,Madrid-Centro
10177,38,117,502,1,89.50,2026-07-10,Barcelona
10178,27,119,503,1,95.75,2026-07-15,Madrid-Norte
10179,43,121,504,4,180.00,2026-07-20,Bilbao
10180,16,123,505,2,75.25,2026-07-25,Sevilla
10181,34,125,501,8,15.50,2026-08-01,Madrid-Centro
10182,46,127,502,1,480.00,2026-08-05,Barcelona
10183,21,129,503,1,199.99,2026-08-10,Madrid-Norte
10184,40,102,504,1,250.00,2026-08-15,Bilbao
10185,24,104,505,1,350.00,2026-08-20,Sevilla
10186,49,106,501,1,89.99,2026-08-25,Madrid-Centro
10187,30,108,502,1,189.50,2026-09-01,Barcelona
10188,18,110,503,3,79.99,2026-09-05,Madrid-Norte
10189,42,112,504,1,425.00,2026-09-10,Bilbao
10190,25,114,505,2,180.25,2026-09-15,Sevilla
10191,8,116,501,6,25.99,2026-09-20,Madrid-Centro
10192,33,118,502,1,120.00,2026-09-25,Barcelona
10193,19,120,503,1,450.00,2026-10-01,Madrid-Norte
10194,47,122,504,1,550.00,2026-10-05,Bilbao
10195,28,124,505,1,45.99,2026-10-10,Sevilla
10196,14,101,501,1,1200.50,2026-10-15,Madrid-Centro
10197,36,103,502,4,45.00,2026-10-20,Barcelona
10198,23,105,503,1,450.75,2026-10-25,Madrid-Norte
10199,41,107,504,1,299.99,2026-11-01,Bilbao
10200,29,109,505,1,899.00,2026-11-05,Sevilla
